,Nama Pengguna,Teks Ulasan,Rating Bintang,Tanggal Ulasan,Jumlah Likes,Ulasan Bersih,bahasa,auto_labels,auto_labels_list
1176,Pengguna Google,bagus,5,2025-06-04 07:33:37,0,bagus,pendek,"{'sequence': 'bagus', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Optimalisasi', 'Gameplay', 'Cerita', 'Bugs & Error'], 'scores': [0.4303222596645355, 0.4260706901550293, 0.41712915897369385, 0.4162152111530304, 0.41415610909461975, 0.4138963520526886, 0.40186432003974915]}",[]
1177,Pengguna Google,"Good , maybe give more easy gacha to player F2P",5,2025-06-04 06:45:56,0,good maybe give more easy gacha to player fp,en,"{'sequence': 'good maybe give more easy gacha to player fp', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Gameplay', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.41170042753219604, 0.4075155556201935, 0.40174993872642517, 0.39779239892959595, 0.3965415954589844, 0.3945603370666504, 0.39017799496650696]}",[]
1178,Pengguna Google,game terbaik,5,2025-06-04 06:28:20,0,game baik,pendek,"{'sequence': 'game baik', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Bugs & Error', 'Gameplay', 'Optimalisasi'], 'scores': [0.43969419598579407, 0.4268719255924225, 0.4244481027126312, 0.4207460582256317, 0.41603827476501465, 0.41559427976608276, 0.41046932339668274]}",[]
1179,Pengguna Google,bestt,5,2025-06-04 05:38:46,0,bestt,pendek,"{'sequence': 'bestt', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Gameplay', 'Grafis', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.45153525471687317, 0.4416898488998413, 0.43779781460762024, 0.4338534474372864, 0.4326722025871277, 0.42821621894836426, 0.427193820476532]}",[]
1180,Pengguna Google,bagus,5,2025-06-04 05:09:35,0,bagus,pendek,"{'sequence': 'bagus', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Optimalisasi', 'Gameplay', 'Cerita', 'Bugs & Error'], 'scores': [0.4303222596645355, 0.4260706901550293, 0.41712915897369385, 0.4162152111530304, 0.41415610909461975, 0.4138963520526886, 0.40186432003974915]}",[]
1181,Pengguna Google,nice game,5,2025-06-04 03:50:34,0,nice game,pendek,"{'sequence': 'nice game', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Grafis', 'Bugs & Error', 'Gameplay', 'Optimalisasi'], 'scores': [0.43187960982322693, 0.4152067005634308, 0.4106009900569916, 0.40778347849845886, 0.4074958562850952, 0.40685293078422546, 0.3998345732688904]}",[]
1182,Pengguna Google,"untuk game nya sudah sudah bagus, tapi kalau menurut saya untuk settingan grafiknya perlu ditambahin fitur skala rendering, agar kita bisa atur sendri renderingnya, itu jga bisa mengurangi lag karna hp kita tidak merender tempat yang tidak perlu dirender",5,2025-06-04 03:10:12,0,game sudah bagus kalau saya settingan grafik perlu ditambahin fitur skala rendering atur sendri renderingnya jga kurang lag karna hp kita tidak merender tempat tidak perlu dirender,id,"{'sequence': 'game sudah bagus kalau saya settingan grafik perlu ditambahin fitur skala rendering atur sendri renderingnya jga kurang lag karna hp kita tidak merender tempat tidak perlu dirender', 'labels': ['Optimalisasi', 'Komunitas', 'Grafis', 'Monetisasi & Gacha', 'Gameplay', 'Bugs & Error', 'Cerita'], 'scores': [0.45175427198410034, 0.4515003561973572, 0.45070579648017883, 0.44926416873931885, 0.4485497772693634, 0.444565087556839, 0.44249022006988525]}",[]
1183,Pengguna Google,"bagus bgt game ny, wajib download story ny jg cakep",5,2025-06-04 01:11:08,0,bagus banget game ny wajib download story ny jg cakep,en,"{'sequence': 'bagus banget game ny wajib download story ny jg cakep', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Gameplay', 'Grafis', 'Cerita', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4481299817562103, 0.4455781579017639, 0.4423447549343109, 0.44166988134384155, 0.43926024436950684, 0.4385470747947693, 0.43234214186668396]}",[]
1184,Pengguna Google,game nya bagus,5,2025-06-03 20:41:58,0,game bagus,tl,"{'sequence': 'game bagus', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Gameplay', 'Optimalisasi', 'Cerita', 'Bugs & Error'], 'scores': [0.42748549580574036, 0.41722407937049866, 0.4149799048900604, 0.40886807441711426, 0.4083011746406555, 0.40813031792640686, 0.4060801565647125]}",[]
1186,Pengguna Google,"dear kuro games!, I hope you add Indonesian subtitles to the game, this will really help players from Indonesia, we will all continue to support you",5,2025-06-03 19:31:47,0,dear kuro games i hope you add indonesian subtitles to the game this will really help players from indonesia we will all continue to support you,en,"{'sequence': 'dear kuro games i hope you add indonesian subtitles to the game this will really help players from indonesia we will all continue to support you', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Gameplay', 'Grafis', 'Optimalisasi', 'Bugs & Error', 'Cerita'], 'scores': [0.4156230390071869, 0.41308993101119995, 0.410770058631897, 0.4091293215751648, 0.4066217541694641, 0.40636420249938965, 0.4054260849952698]}",[]
1188,Pengguna Google,"I think five is still not enough for you, hmm.. how about seven stars?ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ✰✰ Here are two more stars for you, don't miss them, man!!",5,2025-06-03 17:36:02,1,i think five is still not enough for you hmm how about seven stars here are two more stars for you dont miss them man,en,"{'sequence': 'i think five is still not enough for you hmm how about seven stars here are two more stars for you dont miss them man', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Grafis', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.4332354962825775, 0.4293425977230072, 0.4235994815826416, 0.4224085211753845, 0.4202785789966583, 0.41999340057373047, 0.4175061881542206]}",[]
1189,Pengguna Google,bagus. tp lebih bagus klo tambahin bahasa Indonesia,5,2025-06-03 17:04:13,0,bagus tp lebih bagus klo tambahin bahasa indonesia,id,"{'sequence': 'bagus tp lebih bagus klo tambahin bahasa indonesia', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Optimalisasi', 'Grafis', 'Cerita', 'Bugs & Error', 'Gameplay'], 'scores': [0.41095414757728577, 0.409911572933197, 0.4076816737651825, 0.4050667881965637, 0.397809773683548, 0.39617136120796204, 0.39290085434913635]}",[]
1190,Pengguna Google,game baik,5,2025-06-03 16:47:32,0,game baik,pendek,"{'sequence': 'game baik', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Bugs & Error', 'Gameplay', 'Optimalisasi'], 'scores': [0.43969419598579407, 0.4268719255924225, 0.4244481027126312, 0.4207460582256317, 0.41603827476501465, 0.41559427976608276, 0.41046932339668274]}",[]
1191,Pengguna Google,"tailah, lama banget compiling shader 30mnt gilak, mana download data 2jam lebih, game apaan coba.",1,2025-06-03 15:16:39,3,tailah lama banget compiling shader mnt gilak mana download data jam lebih game apa coba,id,"{'sequence': 'tailah lama banget compiling shader mnt gilak mana download data jam lebih game apa coba', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Grafis', 'Gameplay', 'Bugs & Error', 'Cerita'], 'scores': [0.46397268772125244, 0.4622546136379242, 0.46140557527542114, 0.46121495962142944, 0.455100417137146, 0.45399895310401917, 0.4538988173007965]}",[]
1192,Pengguna Google,kok lebih berat performa dari dari pada geme sebelah,4,2025-06-03 14:49:36,0,lebih berat performa dari geme belah,id,"{'sequence': 'lebih berat performa dari geme belah', 'labels': ['Grafis', 'Monetisasi & Gacha', 'Gameplay', 'Komunitas', 'Optimalisasi', 'Bugs & Error', 'Cerita'], 'scores': [0.42197003960609436, 0.4193258583545685, 0.4182564616203308, 0.41786766052246094, 0.41512438654899597, 0.41096043586730957, 0.40973177552223206]}",[]
1193,Pengguna Google,never win rate of 😔,1,2025-06-03 14:30:47,0,never win rate of,en,"{'sequence': 'never win rate of', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Grafis', 'Bugs & Error', 'Gameplay', 'Optimalisasi'], 'scores': [0.4445507526397705, 0.43418049812316895, 0.4242994785308838, 0.42374104261398315, 0.41799455881118774, 0.41662585735321045, 0.41610482335090637]}",[]
1194,Pengguna Google,minta admin tolong tambahkan terjemahan lah admin ada bahasa inggris yang tak bisa ku pahami,5,2025-06-03 13:53:51,0,minta admin tambah terjemah lah admin bahasa inggris tak ku paham,id,"{'sequence': 'minta admin tambah terjemah lah admin bahasa inggris tak ku paham', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Optimalisasi', 'Gameplay', 'Grafis', 'Cerita', 'Bugs & Error'], 'scores': [0.4244493842124939, 0.41992682218551636, 0.41838622093200684, 0.41835635900497437, 0.41794881224632263, 0.41715139150619507, 0.4118747413158417]}",[]
1195,Pengguna Google,games nya suka force close sendiri dan performa nya kurang baik,4,2025-06-03 13:32:57,0,games suka force close sendiri performa kurang baik,id,"{'sequence': 'games suka force close sendiri performa kurang baik', 'labels': ['Monetisasi & Gacha', 'Grafis', 'Gameplay', 'Optimalisasi', 'Komunitas', 'Cerita', 'Bugs & Error'], 'scores': [0.4010685086250305, 0.40102043747901917, 0.3944205939769745, 0.393977552652359, 0.3929613530635834, 0.3874552249908447, 0.38650813698768616]}",[]
1196,Pengguna Google,ini kok hewan2 yg disini jalannya 2 fps anyink,5,2025-06-03 13:22:24,1,hewan sini jalan fps anyink,id,"{'sequence': 'hewan sini jalan fps anyink', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Grafis', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.4473893940448761, 0.4459335505962372, 0.4384263753890991, 0.4303847551345825, 0.42925214767456055, 0.42594683170318604, 0.42405965924263]}",[]
1197,Pengguna Google,Developer tambahin sub Indonesia geh bosen kalo gak ada sub Indonesia pengen menikmati alur cerita nya😞,5,2025-06-03 13:09:58,0,developer tambahin sub indonesia geh bosen kalau ada sub indonesia ken nikmat alur cerita,id,"{'sequence': 'developer tambahin sub indonesia geh bosen kalau ada sub indonesia ken nikmat alur cerita', 'labels': ['Gameplay', 'Komunitas', 'Cerita', 'Monetisasi & Gacha', 'Grafis', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.43914133310317993, 0.43502819538116455, 0.4349636733531952, 0.432504266500473, 0.43050417304039, 0.42855221033096313, 0.42220771312713623]}",[]
1198,Pengguna Google,masterpiece,5,2025-06-03 13:08:49,0,masterpiece,ro,"{'sequence': 'masterpiece', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Grafis', 'Gameplay', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.44388145208358765, 0.43360310792922974, 0.42948952317237854, 0.42804402112960815, 0.4262652099132538, 0.4185081124305725, 0.4164081811904907]}",[]
1199,Pengguna Google,perfect,5,2025-06-03 12:08:19,0,perfect,pendek,"{'sequence': 'perfect', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Gameplay', 'Grafis', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.4350232183933258, 0.42423248291015625, 0.41652053594589233, 0.4159580171108246, 0.4139806628227234, 0.40975257754325867, 0.4056648910045624]}",[]
1200,Pengguna Google,bagus banget seru cuma blm ada terjemahan bhs indo nya. sama yg di server Asia masih ngelag tolong diperbaiki,5,2025-06-03 12:05:40,0,bagus banget seru cuma blm terjemah bhs indo sama di server asia ngelag baik,id,"{'sequence': 'bagus banget seru cuma blm terjemah bhs indo sama di server asia ngelag baik', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Grafis', 'Optimalisasi', 'Gameplay', 'Bugs & Error', 'Cerita'], 'scores': [0.4482870399951935, 0.44752392172813416, 0.4472163915634155, 0.4434715807437897, 0.4392745792865753, 0.43787628412246704, 0.43719643354415894]}",[]
1201,Pengguna Google,"overal game ini sudah sangat bagus dari segi grafik, gampelay, eksplore, story dll game ini membuat saya sangat tertarik dan gameplaynya tidak membosankan.Masukan untuk developer semoga disediakan fitur bahasa indonsesia",5,2025-06-03 11:44:56,0,overal game sudah sangat bagus segi grafik gampelay eksplore story game buat sangat tarik gameplaynya membosankanmasukan developer moga sedia fitur bahasa indonsesia,id,"{'sequence': 'overal game sudah sangat bagus segi grafik gampelay eksplore story game buat sangat tarik gameplaynya membosankanmasukan developer moga sedia fitur bahasa indonsesia', 'labels': ['Grafis', 'Monetisasi & Gacha', 'Gameplay', 'Komunitas', 'Optimalisasi', 'Bugs & Error', 'Cerita'], 'scores': [0.4424048662185669, 0.44030511379241943, 0.44013407826423645, 0.44010162353515625, 0.43878060579299927, 0.43592068552970886, 0.43503811955451965]}",[]
1202,Pengguna Google,hope there was more good exciting news from this games.,5,2025-06-03 11:08:46,0,hope there was more good exciting news from this games,en,"{'sequence': 'hope there was more good exciting news from this games', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Gameplay', 'Grafis', 'Cerita', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4298914670944214, 0.42095956206321716, 0.41728082299232483, 0.4155387580394745, 0.41323044896125793, 0.41233837604522705, 0.41044479608535767]}",[]
1203,Pengguna Google,AKU SUKAAA,5,2025-06-03 09:51:50,0,aku sukaaa,fi,"{'sequence': 'aku sukaaa', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Grafis', 'Gameplay', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4409293830394745, 0.43432003259658813, 0.4304526448249817, 0.4261050224304199, 0.4218288064002991, 0.4184860289096832, 0.41524839401245117]}",[]
1204,Pengguna Google,"grafik nya bagus banget terus expression sama gerakan karakter nya gak kaku. Tersedia tombol skip juga buat story nya, jadi kalau udah bosen bisa di skip, tapi tambahin karakter cowok nya dong kuro 😭👉👈",5,2025-06-03 08:37:23,0,grafik bagus banget terus expression sama gera karakter kaku sedia tombol skip buat story jadi kalau udah bosen di skip tambahin karakter cowok dong kuro,id,"{'sequence': 'grafik bagus banget terus expression sama gera karakter kaku sedia tombol skip buat story jadi kalau udah bosen di skip tambahin karakter cowok dong kuro', 'labels': ['Grafis', 'Komunitas', 'Optimalisasi', 'Monetisasi & Gacha', 'Gameplay', 'Cerita', 'Bugs & Error'], 'scores': [0.4575609862804413, 0.4558541178703308, 0.45349109172821045, 0.45343008637428284, 0.4532458186149597, 0.45122668147087097, 0.45089229941368103]}",[]
1205,Pengguna Google,gak ada bhs indonesia dan font terlalu kecil bikin sakit mata,4,2025-06-03 06:16:29,0,ada bhs indonesia font terlalu kecil bikin sakit mata,id,"{'sequence': 'ada bhs indonesia font terlalu kecil bikin sakit mata', 'labels': ['Komunitas', 'Grafis', 'Monetisasi & Gacha', 'Optimalisasi', 'Gameplay', 'Cerita', 'Bugs & Error'], 'scores': [0.4104596972465515, 0.4056445062160492, 0.4052566587924957, 0.402558833360672, 0.40124061703681946, 0.3989884555339813, 0.39399921894073486]}",[]
1206,Pengguna Google,"terimakasih kuro atas low pity nya🥰🥰,aku sayang kurooo🥰🥰,",5,2025-06-03 05:16:05,0,terimakasih kuro atas low pity nyaaku sayang kurooo,tl,"{'sequence': 'terimakasih kuro atas low pity nyaaku sayang kurooo', 'labels': ['Komunitas', 'Cerita', 'Monetisasi & Gacha', 'Gameplay', 'Grafis', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.42409977316856384, 0.42133963108062744, 0.42089176177978516, 0.4165549576282501, 0.41570907831192017, 0.41545090079307556, 0.4076633155345917]}",[]
1207,Pengguna Google,Goat game,5,2025-06-03 05:04:17,0,goat game,pendek,"{'sequence': 'goat game', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Gameplay', 'Grafis', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.43976327776908875, 0.4265533685684204, 0.4245404303073883, 0.4175882041454315, 0.4168282151222229, 0.4160212576389313, 0.4113452434539795]}",[]
1208,Pengguna Google,"bahasa Indonesia ngab, gak ngerti gw jalan cerita nya",2,2025-06-03 04:14:34,1,bahasa indonesia ngab ngerti gw jalan cerita,id,"{'sequence': 'bahasa indonesia ngab ngerti gw jalan cerita', 'labels': ['Monetisasi & Gacha', 'Cerita', 'Komunitas', 'Grafis', 'Gameplay', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.4063546657562256, 0.403934508562088, 0.4024226665496826, 0.39334797859191895, 0.3925754427909851, 0.3900945782661438, 0.38703298568725586]}",[]
1209,Pengguna Google,mantap,5,2025-06-03 04:13:29,0,mantap,pendek,"{'sequence': 'mantap', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Cerita', 'Gameplay', 'Grafis', 'Bugs & Error'], 'scores': [0.442288339138031, 0.44008710980415344, 0.42815080285072327, 0.42797842621803284, 0.42764046788215637, 0.42674145102500916, 0.4172596335411072]}",[]
1210,Pengguna Google,"keren game nya, resolusi bisa hd dengan catatan hp nya harus yg kelas hp gaming/flaghsip. kalo hp yg mid ke bawah ya harus puas setingan mid/low",5,2025-06-03 03:32:11,0,keren game resolusi hd catat hp kelas hp gamingflaghsip kalau hp yang mid bawah harus puas ting midlow,id,"{'sequence': 'keren game resolusi hd catat hp kelas hp gamingflaghsip kalau hp yang mid bawah harus puas ting midlow', 'labels': ['Grafis', 'Optimalisasi', 'Komunitas', 'Monetisasi & Gacha', 'Gameplay', 'Bugs & Error', 'Cerita'], 'scores': [0.4402473270893097, 0.4391965866088867, 0.43913888931274414, 0.43708711862564087, 0.4368630051612854, 0.43121927976608276, 0.42843568325042725]}",[]
1211,Pengguna Google,"kekurangan game ini menurut saya cuma satu, gak ada subtitle bahasa Indonesia.Kalo semisal udah ada saya akan download lagi, karena kalo gak ada kurang bisa menikmati story yang di berikan karena kurang paham dengan bahasa inggris. Jadi developer mohon tambahkan bahasa Indonesia",3,2025-06-03 03:25:50,0,kurang game turut cuma satu subtitle bahasa indonesiakalo misal udah ada saya download kalau ada kurang nikmat story di ikan karena kurang paham bahasa inggris jadi developer mohon tambah bahasa indonesia,id,"{'sequence': 'kurang game turut cuma satu subtitle bahasa indonesiakalo misal udah ada saya download kalau ada kurang nikmat story di ikan karena kurang paham bahasa inggris jadi developer mohon tambah bahasa indonesia', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Grafis', 'Optimalisasi', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.4484237730503082, 0.4483017027378082, 0.44617369771003723, 0.4442029893398285, 0.443912535905838, 0.44329172372817993, 0.4409729540348053]}",[]
1212,Pengguna Google,Gak bisa masuk geme nya,2,2025-06-03 01:47:17,0,bisa masuk geme,id,"{'sequence': 'bisa masuk geme', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Grafis', 'Optimalisasi', 'Gameplay', 'Cerita', 'Bugs & Error'], 'scores': [0.4464174211025238, 0.4359574317932129, 0.43285566568374634, 0.4318886399269104, 0.43121933937072754, 0.4270876348018646, 0.4191209077835083]}",[]
1213,Pengguna Google,amazing,5,2025-06-03 01:02:14,0,amazing,pendek,"{'sequence': 'amazing', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Gameplay', 'Grafis', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4355485141277313, 0.4243934452533722, 0.42038530111312866, 0.41531679034233093, 0.4147306978702545, 0.4118909239768982, 0.40990203619003296]}",[]
1214,Pengguna Google,pas mau masuk ke akun malah keluar sendiri tolong cepat di perbaiki,1,2025-06-02 22:37:05,0,pas mau masuk akun malah keluar sendiri cepat baik,id,"{'sequence': 'pas mau masuk akun malah keluar sendiri cepat baik', 'labels': ['Optimalisasi', 'Gameplay', 'Komunitas', 'Grafis', 'Cerita', 'Bugs & Error', 'Monetisasi & Gacha'], 'scores': [0.4230136275291443, 0.4189331829547882, 0.4185003340244293, 0.4146040380001068, 0.4127662777900696, 0.4074222147464752, 0.40713682770729065]}",[]
1215,Pengguna Google,bagus semua 99% -1 language Indonesia nya kaga ada,5,2025-06-02 22:15:04,0,bagus semua language indonesia kaga,id,"{'sequence': 'bagus semua language indonesia kaga', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Optimalisasi', 'Bugs & Error', 'Gameplay'], 'scores': [0.43657299876213074, 0.43427661061286926, 0.42538222670555115, 0.41832810640335083, 0.41595563292503357, 0.4136410057544708, 0.41186845302581787]}",[]
1216,Pengguna Google,"susah banget nyari exp echo, di tambah stat echo gacha parah, bikin males nyari echo percuma banyak echo gak bisa di apa-apain jadi pajangan doang, kenapa gak gak ada sistem recycling echo jadi exp echo/ kill echo dapat exp echo",3,2025-06-02 18:57:00,0,susah banget nyari exp echo tambah stat echo gacha parah bikin males nyari echo percuma banyak echo bisa apaapain jadi pajang doang tidak ada sistem recycling echo jadi exp echo kill echo exp echo,id,"{'sequence': 'susah banget nyari exp echo tambah stat echo gacha parah bikin males nyari echo percuma banyak echo bisa apaapain jadi pajang doang tidak ada sistem recycling echo jadi exp echo kill echo exp echo', 'labels': ['Komunitas', 'Grafis', 'Monetisasi & Gacha', 'Gameplay', 'Optimalisasi', 'Cerita', 'Bugs & Error'], 'scores': [0.4244699478149414, 0.42398712038993835, 0.4219034016132355, 0.42121121287345886, 0.4202154278755188, 0.41805246472358704, 0.41685226559638977]}",[]
1217,Pengguna Google,kuro studio 🔥🔥🔥🔥🔥⭐⭐⭐⭐⭐,5,2025-06-02 17:12:07,0,kuro studio,lt,"{'sequence': 'kuro studio', 'labels': ['Monetisasi & Gacha', 'Cerita', 'Gameplay', 'Grafis', 'Komunitas', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.46685346961021423, 0.4538099467754364, 0.4530911147594452, 0.4505976140499115, 0.45059236884117126, 0.44664543867111206, 0.4325755834579468]}",[]
1218,Pengguna Google,ya masih mending lah daripada game sebelah tapi dunianya menurutku agak kureng aja tapi bagus pembawaan ceritanya,5,2025-06-02 16:48:37,0,masih mending lah game belah dunia turut reng tapi bagus bawa cerita,id,"{'sequence': 'masih mending lah game belah dunia turut reng tapi bagus bawa cerita', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Cerita', 'Gameplay', 'Grafis', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4289305806159973, 0.4241560101509094, 0.42414626479148865, 0.42214450240135193, 0.41974446177482605, 0.41750025749206543, 0.41473710536956787]}",[]
1219,Pengguna Google,Muach,5,2025-06-02 16:02:42,0,muach,pendek,"{'sequence': 'muach', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Grafis', 'Gameplay', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.43819448351860046, 0.4299551546573639, 0.42144036293029785, 0.41669392585754395, 0.4152461290359497, 0.41294530034065247, 0.4034472107887268]}",[]
1220,Pengguna Google,"Gak download, cuma setia genshin🗿",1,2025-06-02 15:25:28,0,download cuma setia genshin,en,"{'sequence': 'download cuma setia genshin', 'labels': ['Komunitas', 'Gameplay', 'Monetisasi & Gacha', 'Grafis', 'Optimalisasi', 'Cerita', 'Bugs & Error'], 'scores': [0.44767796993255615, 0.4475102424621582, 0.4455272853374481, 0.44286108016967773, 0.44142693281173706, 0.4372579753398895, 0.43463605642318726]}",[]
1221,Pengguna Google,genshin could never,5,2025-06-02 14:42:34,1,genshin could never,en,"{'sequence': 'genshin could never', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Gameplay', 'Grafis', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.44281646609306335, 0.426685631275177, 0.42200854420661926, 0.4195897877216339, 0.4176577925682068, 0.41724932193756104, 0.4146404564380646]}",[]
1222,Pengguna Google,kadang ngelag,5,2025-06-02 14:41:01,0,kadang ngelag,tl,"{'sequence': 'kadang ngelag', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Optimalisasi', 'Gameplay', 'Bugs & Error'], 'scores': [0.44882750511169434, 0.4399356544017792, 0.43040600419044495, 0.42978131771087646, 0.42723533511161804, 0.4271891117095947, 0.42321377992630005]}",[]
1223,Pengguna Google,Susah lawan boss nya kebal banget,3,2025-06-02 13:43:49,0,susah lawan boss kebal banget,id,"{'sequence': 'susah lawan boss kebal banget', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Gameplay', 'Optimalisasi', 'Grafis', 'Bugs & Error'], 'scores': [0.4206588864326477, 0.4189959764480591, 0.4173890948295593, 0.4173735976219177, 0.4143713116645813, 0.41424256563186646, 0.4057498574256897]}",[]
1224,Pengguna Google,"mantep dari story, character, grafik, gameplay ny jg asikkk love banyak banyak sama ini game >.<",5,2025-06-02 13:30:27,0,mantep story character grafik gameplay ny jg asikkk love banyak banyak sama game,id,"{'sequence': 'mantep story character grafik gameplay ny jg asikkk love banyak banyak sama game', 'labels': ['Monetisasi & Gacha', 'Grafis', 'Komunitas', 'Gameplay', 'Cerita', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.45241549611091614, 0.4438062310218811, 0.43956464529037476, 0.4394944906234741, 0.4372122585773468, 0.4348408281803131, 0.43277180194854736]}",[]
1225,Pengguna Google,game nya jelek tpi bagus,5,2025-06-02 13:11:41,0,game jelek tpi bagus,hr,"{'sequence': 'game jelek tpi bagus', 'labels': ['Monetisasi & Gacha', 'Grafis', 'Komunitas', 'Optimalisasi', 'Bugs & Error', 'Cerita', 'Gameplay'], 'scores': [0.41782572865486145, 0.41100233793258667, 0.4098908007144928, 0.40780606865882874, 0.4032445251941681, 0.40313777327537537, 0.4022274315357208]}",[]
1226,Pengguna Google,"For HK KURO GAMES LIMITED please add subtitles or Indonesian language in the game, so that we Players from Indonesia can understand and enjoy the story and experience in the game.",5,2025-06-02 12:24:27,0,for hk kuro games limited please add subtitles or indonesian language in the game so that we players from indonesia can understand and enjoy the story and experience in the game,en,"{'sequence': 'for hk kuro games limited please add subtitles or indonesian language in the game so that we players from indonesia can understand and enjoy the story and experience in the game', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Gameplay', 'Grafis', 'Optimalisasi', 'Bugs & Error', 'Cerita'], 'scores': [0.44573935866355896, 0.44408172369003296, 0.4403444826602936, 0.43794310092926025, 0.43307730555534363, 0.4321100413799286, 0.43183985352516174]}",[]
1227,Pengguna Google,gak bisa di download kintil,1,2025-06-02 11:32:20,0,bisa download kintil,tl,"{'sequence': 'bisa download kintil', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Optimalisasi', 'Gameplay', 'Bugs & Error', 'Cerita'], 'scores': [0.46631473302841187, 0.4611210525035858, 0.4547232985496521, 0.45451071858406067, 0.4501621127128601, 0.44931796193122864, 0.4490826427936554]}",[]
1228,Pengguna Google,"bahasa Indonesia nya dong min,, alur ceritanya kurang karna keterbatasan bahasa",5,2025-06-02 11:08:08,0,bahasa indonesia dong min alur cerita kurang karna batas bahasa,id,"{'sequence': 'bahasa indonesia dong min alur cerita kurang karna batas bahasa', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Gameplay', 'Grafis', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.4025510549545288, 0.4015768766403198, 0.4010339677333832, 0.39504384994506836, 0.3932894468307495, 0.3902670443058014, 0.38136497139930725]}",[]
1229,Pengguna Google,Tolong tambahin fitur kawin🙏,5,2025-06-02 10:34:16,0,tambahin fitur kawin,id,"{'sequence': 'tambahin fitur kawin', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Grafis', 'Gameplay', 'Cerita', 'Bugs & Error'], 'scores': [0.42654258012771606, 0.42602232098579407, 0.4246825575828552, 0.4241941273212433, 0.4223824441432953, 0.41966697573661804, 0.41123050451278687]}",[]
