Nama Pengguna,Teks Ulasan,Rating Bintang,Tanggal Ulasan,Jumlah Likes,Ulasan Bersih,bahasa,AutoLabel_Cerita,AutoLabel_Gameplay,AutoLabel_Grafis,AutoLabel_Bugs & Error,AutoLabel_Optimalisasi,AutoLabel_Monetisasi & Gacha,AutoLabel_Komunitas
Pengguna Google,seneng kali char nya cakep semua jir,5,2025-05-14 20:50:03,0,neng kali karakter nya cakep semua jir,id,0,0,0,0,0,0,0
Pengguna Google,Game terbaik mau dengerin player,5,2025-05-14 19:23:01,0,game baik mau dengerin player,id,0,1,0,0,0,0,0
Pengguna Google,plis didukung lagi dong buat player mobilenya. soalnya suka ngeframe plus keluar sendiri. over all gamenya bagus banget. cuma kalo di andro berat bangeeeettt. plisss diperbaiki,5,2025-05-14 15:45:38,0,plis dukung dong buat player mobilenya soal suka frame plus keluar sendiri over all game bagus banget cuma kalau andro berat bangeeeettt plisss baik,id,0,1,0,0,1,0,0
Pengguna Google,"ampun dah wuwa, aku gak peduli sama bansos, yang penting event nya menurut gua menarik bet astagaaa, lu tau gak setiap gua mau tidur terngiang"" vipi Cubi😭 belom selese sama masalah itu, sekarang tambah lagi balapan kubus lompat"" yang disiarin live👏 buset dah betah bet gua liat kubus lompat"" gitu apa lagi bisa di gendong🤣",5,2025-05-14 15:37:27,0,ampun wuwa aku peduli sama bansos penting event nya gua tarik bet astagaaa lu tau tiap gua mau tidur ngiang vipi cubi bom selese sama masalah sekarang tambah balap kubus lompat disiarin live buset betah bet gua liat kubus lompat apa bisa gendong,id,0,0,0,0,0,0,0
Pengguna Google,saya sangat menyukai game ini karena story yang bagus dan karakter yang bagus bagus,5,2025-05-14 15:02:58,0,sangat suka game karena story bagus karakter bagus bagus,id,0,0,0,0,0,0,0
Pengguna Google,tambahin bahasa Indonesia pliss😭😭😭😭,5,2025-05-14 14:46:11,1,tambahin bahasa indonesia pliss,id,0,0,0,0,0,0,0
Pengguna Google,game baik dan penuh perhatian,5,2025-05-14 13:39:11,0,game baik penuh perhati,id,0,1,0,0,0,0,0
Pengguna Google,"selain dari grafik dan mekanisme game yg bagus, jg salah satu game paling nguntungin player, apa lagi bagi yg f2p kayak gw.. bansosnya bejibun haha yg harus di perhatiin pengoptimalisasinya.. kayanya semakin ramah spek, semakin banyak banyak yg main ..",5,2025-05-14 11:51:21,0,dari grafik mekanisme game bagus salah satu game paling nguntungin player apa bagi fp kayak gua bansosnya bejibun haha harus perhatiin optimal kaya makin ramah spek makin banyak banyak main,id,0,1,1,0,1,0,0
Pengguna Google,"bung, game ini absolute mahakarya, dimana grafik yang sangat memanjakan mata, musik yang sangat indah, dan ditambah lagi developer nya tidak pelit🤗",5,2025-05-14 10:55:24,0,bung game absolute mahakarya grafik sangat manja mata musik sangat indah tambah developer nya pelit,id,0,0,1,0,0,0,0
Pengguna Google,game nya bagus untuk divice menengah udah okeh tidak kayak dulu sensitivitas yang tajam walaupun udah turunin masih licin....thx for KURO GAMES jadi bisa mainin ini game lagi👏,5,2025-05-14 10:23:22,0,game nya bagus divice tengah okeh kayak dulu sensitivitas tajam walaupun turunin licinthx for kuro games jadi mainin game,id,0,1,0,0,0,0,0
Pengguna Google,kasih bintang 3 dulu karna gak ada bahasa Indonesian nanti kalo udah ada b Indonesia kasih 5 bintang maksh,3,2025-05-14 10:10:13,0,kasih bintang dulu karna ada bahasa indonesian kalau ada b indonesia kasih bintang maksh,id,0,0,0,0,0,0,0
Pengguna Google,gila keren parah,5,2025-05-14 10:08:11,0,gila keren parah,id,0,0,0,0,1,0,0
Pengguna Google,terimakasih kuro telah menciptakan game bagus ini,5,2025-05-14 9:08:11,1,terimakasih kuro cipta game bagus,id,0,1,0,0,0,0,0
Pengguna Google,game bagus tolong dev kompres lagi gamenya Masi lag parah,5,2025-05-14 7:38:30,0,game bagus dev kompres game mas lag parah,id,0,1,0,0,0,0,1
Pengguna Google,"game nya sangat seru, gameplay nya menarik dan sangat keren🥰🥰🥰",5,2025-05-14 4:50:35,0,game nya sangat seru gameplay nya tarik sangat keren,id,0,1,0,0,0,0,0
Pengguna Google,"beberapa karakter ""SUSU"" nya itu teralu di lebih-lebihkan kesan nya jadi agak menjijikan.",1,2025-05-14 4:38:43,1,beberapa karakter susu nya alu lebihlebihkan kesan nya jadi jijik,id,0,0,0,0,0,0,0
Pengguna Google,terimakasih game baik,4,2025-05-14 2:45:02,0,terimakasih game baik,id,0,1,0,0,0,0,0
Pengguna Google,"Cocok buat yang suka game eksplorasi ditambah gameplay yang seru jadi menambah pengalaman eksplorasi lebih menantang. Story juga bagus, grafik dan nuansanya juga sangat bisa dinikmati. Sistem Gacha kurang lebih sama seperti game Gacha yang lain cuman beda di Banner Weapon aja sih ga ada fitur 50:50 jadi kesannya ramah untuk para player. Sebagai penikmat game, saya juga sangat menantikan perkembangan game ini kedepannya.",5,2025-05-14 1:53:58,5,cocok buat suka game eksplorasi tambah gameplay seru jadi tambah alam eksplorasi lebih tantang story bagus grafik nuansa sangat nikmat sistem gacha kurang lebih sama game gacha lain cuman beda banner weapon aja ada fitur jadi kesan ramah para player nikmat game juga sangat nanti kembang game depan,id,0,1,1,0,0,1,0
Pengguna Google,untuk sekarang saya bintang 3 dulu min soalnya kok di HP saya settingan nya udh di set rata kanan tapi tampilan nya kek low burem banget tampilan karakter nya. apakah ada yg kurang setingan nya min?,3,2025-05-13 21:40:18,0,sekarang bintang dulu min soal hp settingan nya di set rata kanan tampil nya kek low burem banget tampil karakter nya ada kurang ting nya min,id,0,0,0,0,0,0,0
Pengguna Google,"Co 18GB Lama banget download nya. plz lah kurangin, gw ini di indo yg mana internet cepat buat apa. Terasa banget tersiksa nya",5,2025-05-13 21:30:37,0,co gb lama banget download nya plz lah rangin gua di indo mana internet cepat buat apa asa banget siksa nya,id,1,0,1,0,1,0,0
Pengguna Google,saya bangga sekali dengan kuro games,5,2025-05-13 19:54:57,0,bangga sekali kuro games,id,0,1,0,0,0,0,0
Pengguna Google,"gw beli lunite subs sama pioneers podcast malah di kasih mines asterite gw, padahal beli di official. dan juga di mail masuk, masalahnya karena aku nge refund itu, padahal nyatanya saya tidak pernah merefund kedua hal itu, kenapa bisa seperti itu? mana sekarang udah mines. dan jika saya memang merefund, uangnya pun tidak balik ke saya, yang artinya saya lose lose solution. ini sangat merugikan sekali dari diri saya, bagaimana ini developer, TOLONG DIPERBAIKI SISTEM PEMBAYARAN NYA!",1,2025-05-13 16:53:08,1,gua beli lunite subs sama pioneers podcast malah kasih mes asterite gua padahal beli official juga mail masuk masalah aku nge refund padahal nyata tidak pernah merefund dua itu bisa itu mana sekarang mes jika memang merefund uang tidak balik arti lose lose solution sangat rugi sekali diri saya bagaimana developer baik sistem bayar nya,id,0,0,0,0,0,0,0
Pengguna Google,"buat player yang masalahin soal anniversary, please lah gak usa ngelunjak juga. Kuro games juga udah kasih banyak hadiah kok lebih worth it daripada karakter bintang 5. Bayangin daripada karakter bintang 5 yang dipilih, lebih bagus asterite yang bisa pull 50-80 kali buat di save pas banner carthetyia. Dan juga buat teman teman, game ini worth it buat di top up in karena feels, graphic, animasi dan idle karakter nya serasa hidup banget dan gak pelit efek. Baru kali ini gue rela top up sejutaan.",5,2025-05-13 16:00:18,21,buat player masalahin soal anniversary please lah usa ngelunjak kuro games sudah kasih banyak hadiah lebih worth it karakter bintang bayangin karakter bintang pilih lebih bagus asterite bisa pull kali buat save pas banner carthetyia juga buat teman teman game worth it buat top up in feels graphic animasi idle karakter nya serasa hidup banget tidak pelit efek baru kali gue rela top up juta,id,0,1,0,0,0,0,0
Pengguna Google,"Game bagus, layak buat dikasih bintang 5. tapi tolonglah kuro buatin fitur render distance supaya low-mid range hp bisa main.. ini 1 dunia di render gimana gk berat coba... ada tuh video skill Jinshi, 1 map keliatan efek skillnya pantaslah berat karena direndernya 1 map bukan per region.",5,2025-05-13 13:44:53,0,game bagus layak buat kasih bintang tolong kuro buatin fitur render distance lowmid range hp main dunia render gimana berat coba tuh video skill jinshi map liat efek skillnya pantas berat direndernya map bukan per region,id,0,1,0,0,0,0,0
Pengguna Google,desain karakternya agak buruk kebanyakan kayak karakter China pada umumnya. udah ga ada variasi. selalu rok panjang di belakang tapi di depan pendek. begitu2 saja. sisanya hanya modal susu besar 🥱🥱,1,2025-05-13 13:11:36,9,desain karakter buruk banyak kayak karakter china umum tidak variasi selalu rok panjang belakang di depan pendek saja sisa modal susu besar,id,0,0,0,0,0,0,0
Pengguna Google,sejauh ini gua menikmati mainnya sebagai F2P,5,2025-05-13 12:49:00,0,jauh gua nikmat main fp,id,0,0,0,0,1,0,0
Pengguna Google,"main sejak 1.0 ,game bagus👍",5,2025-05-13 8:26:48,0,main sejak game bagus,id,0,1,0,0,0,0,0
Pengguna Google,game ramah dan tidak kikir seperti sebelah,5,2025-05-13 5:58:17,0,game ramah tidak kikir belah,id,0,1,0,0,0,0,0
Pengguna Google,w comeback gara colab ma cyber punk awas buat gua kecewa,4,2025-05-13 5:35:13,0,w comeback gara colab ma cyber punk awas buat gua kecewa,id,0,1,0,0,0,0,0
Pengguna Google,Mantabbb ga pelit gacha... Terima kasih edit: sekarang gacha banner terbatas peluang tidak dapet hero yang di banner cukup besar. nanti kalo sudah tinggi probabilitasnya kaya dulu saya kasih rating 5 lagi,4,2025-05-13 4:07:37,0,mantabbb pelit gacha terima kasih edit sekarang gacha banner batas peluang dapat hero di banner cukup besar kalau tinggi probabilitas kaya dulu kasih rating,id,0,0,0,0,0,0,0
Pengguna Google,"baru pertama main kok hp ku ngefram kasih saran dong biar gak ngefram. beli memori kek,hapus penyimpanan kah🙏🙏",3,2025-05-13 3:37:59,0,baru pertama main hp aku ngefram kasih saran dong biar ngefram beli memori kekhapus simpan,id,0,1,0,0,0,0,0
Pengguna Google,"untuk sekelas game RPG yang sudah beredar kemana mana, tolong di tambahkan bahasa Indonesia karena orang di Indonesia tidak semuanya tahu bahasa inggris",5,2025-05-13 2:50:14,0,kelas game rpg sudah edar mana tambah bahasa indonesia orang di indonesia semua tahu bahasa inggris,id,0,1,0,0,0,0,0
Pengguna Google,game terbaik sepanjang masa (emot jempol),5,2025-05-12 21:16:47,0,game baik panjang masa emot jempol,id,0,1,0,0,0,0,0
Pengguna Google,"Bagus gamenya mulai dari segi grafik dan gameplay oke banget, tapi tolong developer tambahkan fitur bahasa INDONESIANYA, itu sangat membantu bagi saya yang kurang paham dalam bahasa Inggris, Terimakasih.",5,2025-05-12 16:16:05,2,bagus game mulai segi grafik gameplay oke banget tolong developer tambah fitur bahasa indonesia sangat bantu saya kurang paham bahasa inggris terimakasih,id,0,1,1,0,0,0,0
Pengguna Google,semoga lebih baik ke depannya.,5,2025-05-12 16:02:33,0,moga lebih baik depan,id,0,0,0,0,0,0,0
Pengguna Google,"makin kesini makin kikir awal doang di kasih banyak gift, anniversary 1 tahun mana bukannya kasih charakter gratis malah kasih banner yang belum tentu dapat",1,2025-05-12 15:14:56,3,makin kesini makin kikir awal doang kasih banyak gift anniversary tahun mana bukan kasih charakter gratis malah kasih banner belum dapat,id,0,0,0,0,0,0,0
Pengguna Google,"Game ajig gacha busuk, gacha wangy baru kasih bintang 5",1,2025-05-12 14:52:53,1,game ajig gacha busuk gacha wangy baru kasih bintang,id,0,1,0,0,0,1,0
Pengguna Google,"game baik, menunggu update bahasa indo",5,2025-05-12 13:33:49,0,game baik tunggu update bahasa indo,id,0,1,0,0,0,0,0
Pengguna Google,hp gua meledak bang😭🗿,5,2025-05-12 12:55:02,0,hp gua ledak bang,id,0,1,0,0,1,1,0
Pengguna Google,game bagus tapi coba Tamba bahasa Indonesia ya pasti banyak yang main 👍👍,4,2025-05-12 11:18:21,1,game bagus coba tamba bahasa indonesia pasti banyak main,id,0,1,0,0,0,0,0
Pengguna Google,"seluruh aspeknya sangat bagus, gila sih animasi ultimate sama dialognya keren banget, cuman agak ngelag di hp saya",5,2025-05-12 10:07:12,0,seluruh aspek sangat bagus gila animasi ultimate sama dialog keren banget cuman ngelag hp,id,0,0,0,0,0,0,0
Pengguna Google,"dari keseluruhan sudah bagus tapi tiap kali mau masuk malah ""compiling shader"" melulu... jadi, tiap kali mau login harus menunggu lama tolong diperbaiki lagi 🙏",5,2025-05-12 9:49:41,0,seluruh bagus tiap kali mau masuk malah compiling shader melulu jadi tiap kali mau login tunggu lama baik,id,0,0,1,0,0,0,0
Pengguna Google,"Aku suka Game nya makasih sudah membuat game seperti Wuthering Waves ini, dgn Gameplay mekanik yg menarik beda dari gameplay game yg lain dan aku harap developer nya juga bisa membuat Gacha Karakter yg di inginkan para player gak terlalu sering HardPity(hitungan pull karakter di buat hoki 65 kebawah biar bisa mudah dapat karakter yg di inginkan)",5,2025-05-12 9:42:20,2,aku suka game nya makasih buat game wuthering waves dengan gameplay mekanik tarik beda gameplay game lain aku harap developer nya buat gacha karakter ingin player terlalu sering hardpityhitungan pull karakter di buat hoki bawah biar bisa mudah karakter di ingin,id,0,1,0,0,0,0,0
Pengguna Google,semoga banyak fitur yg bisa dilakukan ketika mode coop,5,2025-05-12 9:32:10,0,moga banyak fitur bisa laku mode coop,id,0,1,0,0,1,0,0
Pengguna Google,untuk keseluruhan game sudah sangat oke. Dari segi graphics sama alur oke banget di tambah ada fitur skip dialog ini bagus untuk mempercepat waktu main. Tapi tolong kedepannya bisa di tambahkan bahasa Indonesia agar lebih enjoy main nya. 👍,5,2025-05-12 9:18:58,124,seluruh game sangat oke segi graphics sama alur oke banget tambah fitur skip dialog bagus cepat waktu main tolong depan di tambah bahasa indonesia lebih enjoy main nya,id,0,1,0,0,0,0,0
Pengguna Google,terimakasih game baik dapet zani sekali pul doang,5,2025-05-12 7:53:51,0,terimakasih game baik zan sekali pul doang,id,0,1,0,0,0,0,0
Pengguna Google,mantap wangi sekali,5,2025-05-12 7:19:51,0,mantap wangi sekali,id,0,0,0,0,0,0,0
Pengguna Google,"gamenya bagus, storynya seru dan grafik yang bagus",5,2025-05-12 6:35:41,0,game bagus storynya seru grafik bagus,id,0,0,1,0,0,0,0
Pengguna Google,"Terimakasih kuro aku di kasih Rate on di banner rerun Jiyan, aku cinta Kuro🥰🥰",5,2025-05-12 5:01:27,0,terimakasih kuro aku kasih rate on banner rerun jiyan aku cinta kuro,id,0,0,0,0,0,0,0
Pengguna Google,baru nyoba lagi dari awal rilis,5,2025-05-12 4:26:02,0,baru nyoba dari awal rilis,id,0,0,0,0,0,0,0
Pengguna Google,aku suka game play-nya dan juga banyak bansos,5,2025-05-12 3:34:42,0,aku suka game playnya juga banyak bansos,id,0,1,0,0,0,0,0
Pengguna Google,udah di download nunggu 1 jam udah seneng tuh taunya yak malah download lagi bukan 1 jam 2 jam lebih anjirrr ngeselin ni game dikira kita ga punya emosi apa ngeselin nih game,2,2025-05-12 3:25:31,0,di download nunggu jam neng tuh tau yak malah download bukan jam jam lebih anjirrr ngeselin game kira tidak punya emosi apa ngeselin nih game,id,0,1,0,0,0,0,0
Pengguna Google,give yangyang screentime kuroko 🤬🤬🤬🤬,5,2025-05-12 2:46:59,0,give yangyang screentime kuroko,id,0,0,0,0,0,0,0
Pengguna Google,saya suka ni game gak pelit,5,2025-05-12 2:46:14,0,suka game pelit,id,0,1,0,0,0,0,0
Pengguna Google,ok lah gem nya bagus tapi tolong bahasa nya di kasih bahasa Indonesia 🗿,5,2025-05-12 1:43:54,0,lah gem nya bagus tolong bahasa nya kasih bahasa indonesia,id,1,0,1,0,0,0,0
Pengguna Google,Kuro ini gimana ini masa 60 pull cuma dpt xianyan kasi aku zheshi lah,1,2025-05-11 22:29:53,0,kuro gimana masa pull cuma xianyan kasi aku zheshi lah,id,0,1,0,0,0,0,0
Pengguna Google,"BAGUS BGT WOI, kuro perbanyak character perempuan nya ya",5,2025-05-11 22:20:57,0,bagus banget woi kuro banyak character perempuan nya,id,0,0,0,0,0,0,0
Pengguna Google,gemplaynya bagus aku suka apa lagi ceritanya sangat meukau dengan grafik memukau..,5,2025-05-11 19:59:56,0,gemplaynya bagus aku suka apa cerita sangat meukau grafik pukau,id,1,1,1,0,0,0,0
Pengguna Google,"sukaa gamenya tpi spek hp nda mampu maennya patah patah, tunggu ganti hp",3,2025-05-11 19:43:20,0,sukaa game tpi spek hp nda mampu maennya patah patah tunggu ganti hp,id,0,1,0,0,0,0,0
Pengguna Google,"untuk pertama kali main game ini cukup menarik dan mempunyai grafik yang bagus, tapi saya masih belum menemukan alasan untuk main game ini dalam jangka panjang",5,2025-05-11 17:31:35,0,pertama kali main game cukup tarik punya grafik bagus saya belum temu alas main game dalam jangka panjang,id,0,1,1,0,0,0,0
Pengguna Google,"gamenya Bagus banget Sebenarnya tpi sayangnya game ini tidak ramah untuk Mobile,gatau gw doang apa yg laen jg ngerasain tp ini game kalo maen di mobile kek berat banget (gw padahal pake Poco F5). Ini game emng harusnya game PC bukan game Mobile (kalo mobile mungkin harus spek tinggi).",3,2025-05-11 14:38:30,1,game bagus banget benar tpi sayang game tidak ramah mobilegatau gua doang apa lain ngerasain tp game kalau maen mobile kek berat banget gua padahal pakai poco f game emng harus game pc bukan game mobile kalau mobile mungkin spek tinggi,id,0,1,1,0,0,0,0
Pengguna Google,"Apalah engine grafiknya ini, kemarin grafik highest bisa hape saya ngangkat, tapi ini grafik ultra performance(very low) parah banget ngelagnya",1,2025-05-11 13:44:33,4,apa engine grafik kemarin grafik highest hape ngangkat ini grafik ultra performancevery low parah banget ngelagnya,id,0,0,1,0,1,0,0
Pengguna Google,"Game-nya seru banget! Grafik keren, gameplay lancar, dan karakter-karakternya menarik. Sistem kombatnya juga asik dan bikin nagih. Cocok banget buat yang suka game action open world, tapi tolong tambahkan bahasa Indonesia nya terimakasih.",5,2025-05-11 12:42:12,0,game seru banget grafik keren gameplay lancar karakterkarakternya tarik sistem kombat asik bikin nagih cocok banget buat suka game action open world tolong tambah bahasa indonesia nya terimakasih,id,0,1,1,0,0,0,0
Pengguna Google,"aduhh gamenya berat banget, ringan in dikit lah. tapi game nya 🔥🔥🔥",5,2025-05-11 11:25:14,0,aduhh game berat banget ringan in sedikit lah game nya,id,0,1,0,0,0,0,0
Pengguna Google,gemenya bagus tapi tolong tambahin bahasa Indonesia pls,5,2025-05-11 8:08:07,0,gemenya bagus tolong tambahin bahasa indonesia please,id,0,0,0,0,0,0,0
Pengguna Google,"dari segi gerafik bagus apalagi stories nya mantep, yang agak bikin tidak nyaman adalah di subtitle yang tidak ada Bahasa Indonesia nya, semoga di update selanjutnya bisa di tambahkan Bahasa Indonesia.",5,2025-05-11 7:55:15,0,segi gerafik bagus stories nya mantap agak bikin nyaman subtitle tidak bahasa indonesia nya moga di update lanjut di tambah bahasa indonesia,id,0,0,0,0,0,0,0
Pengguna Google,"udah lah kuro jangan memasak terus, ini terlalu bagus",5,2025-05-11 5:56:37,0,lah kuro jangan masak terus terlalu bagus,id,1,0,0,0,1,0,1
Pengguna Google,Translate Bahasa Indonesia belum ada,3,2025-05-11 4:04:23,0,translate bahasa indonesia ada,id,0,0,0,0,0,0,0
Pengguna Google,"tata cara desain yang lengkap, detail yang presisi dan pembawaan musik maupun character yang luar biasa. saya paling mengagumkan game ini adalah developer yang selalu mendengarkan masukan dari pemain pemain di game ini. semoga kedepannya akan selalu seperti ini adanya. terimakasih",5,2025-05-11 3:41:20,1,tata cara desain lengkap detail presisi bawa musik maupun character luar biasa paling kagum game adalah developer selalu dengar masuk main main game moga depan selalu ini ada terimakasih,id,1,1,0,0,0,0,0
Pengguna Google,tambahkan bhs indonesianya,5,2025-05-11 0:02:32,0,tambah bhs indonesia,id,0,0,0,0,0,0,0
Pengguna Google,SEHAT2 GAME BAIK,5,2025-05-10 19:06:06,0,sehat game baik,id,0,1,0,0,0,0,0
Pengguna Google,game nya sudah bagus tapi tolong tambahkan bahasa Indonesia,5,2025-05-10 16:35:46,1,game nya bagus tolong tambah bahasa indonesia,id,0,1,0,0,0,0,0
Pengguna Google,"game terbaik tahun ini dan mungkin tahun berikutnya, game ini sangat sesuai dengan saya tapi saya sangat sedih baru bisa memainkannya lagi karna divice yg kurang support ( curhat dikit :v) I LIKE KURO & I VERY LOVE ZANI 🤣❤️‍🩹",5,2025-05-10 16:12:00,0,game baik tahun dan mungkin tahun ikut game sangat sesuai saya saya sangat sedih baru main karna divice kurang support curhat sedikit v i like kuro i very love zan,id,0,1,0,0,0,0,0
Pengguna Google,gachanya mantapp,5,2025-05-10 15:10:08,0,gachanya mantap,id,0,0,0,0,0,0,0
Pengguna Google,"genshin lebih enteng dimainin daripada ini game, musik aja bagusan genshin, emang ini game story bisa di skip, terbangnya ngebut, tapi genshin jauh lebih kompleks daripada ini game modal copas, optimalisasi buruk menjadikan ini teramat berat, genshin killer? becanda kah? mending gua uninstall ini game ngelag banget jelek",2,2025-05-10 14:29:37,3,genshin lebih enteng dimainin game musik aja bagus genshin emang game story di skip terbang ngebut genshin jauh lebih kompleks game modal copas optimalisasi buruk jadi ini amat berat genshin killer becanda mending gua uninstall ini game ngelag banget jelek,id,0,0,0,0,1,0,0
Pengguna Google,terima kasih telah menciptakan game yg sebagus ini kuro! aku sangat senang sekali bermain game yg sebagus ini😁👍,5,2025-05-10 13:56:30,0,terima kasih cipta game bagus kuro aku sangat senang sekali main game bagus,id,0,1,0,0,0,0,0
Pengguna Google,"game RPG terbaik yang pernah saya mainkan. Dari segi grafik, war, story, dll semuanya terbaik!",5,2025-05-10 12:30:12,0,game rpg baik pernah main segi grafik war story semua baik,id,0,1,1,0,0,0,0
Pengguna Google,"Semenjak saya pensi, dan balik lagi memainkan Wuthering Waves, sekarang jarang terjadi LAG atau mungkin tidak ada LAG lagi. dlu syaa awal² main suka sekali mengalami LAG parah, padahal internet lancar Alhamdulillah sekarang udh ngga LAG' lagi💋",5,2025-05-10 10:27:13,0,semenjak pensi balik main wuthering waves sekarang jarang jadi lag mungkin ada lag dlu syaa awal main suka sekali alami lag parah padahal internet lancar alhamdulillah sekarang ngga lag,id,0,0,0,0,0,0,0
Pengguna Google,game nya bagus cuma saran sih kalau download data harus bisa latar belakang,5,2025-05-10 9:11:31,0,game nya bagus cuma saran kalau download data bisa latar belakang,id,0,1,0,0,0,0,0
Pengguna Google,bahasa Indonesia nya tolong di adakan,5,2025-05-10 8:59:44,0,bahasa indonesia nya di adakan,id,0,0,0,0,0,0,0
Pengguna Google,"ceritanya bagus, walau paham sedikit semoga ada bahasa indo :""",5,2025-05-10 8:52:00,0,cerita bagus paham sedikit moga bahasa indo,id,1,0,0,0,1,0,0
Pengguna Google,aku sangat menyukai game ini,5,2025-05-10 8:11:49,0,aku sangat suka game,id,0,1,0,0,0,0,0
Pengguna Google,"makasih Dev, udh ngasih Zani sama yinlin modal 40 kali pull. SEKALI LAGI MKSH DEV. btw yinlin istri gw👉👈",5,2025-05-10 7:23:44,0,makasih dev ngasih zan sama yinlin modal kali pull sekali mksh dev btw yinlin istri gua,id,0,1,0,0,0,0,0
Pengguna Google,tambahin bahasa Indonesia nya kak,1,2025-05-10 6:46:46,0,tambahin bahasa indonesia nya kak,id,0,0,0,0,0,0,0
Pengguna Google,padahal baru update kemarin kok tiba tiba data game nya riset/ restart dari awal,1,2025-05-10 4:29:09,16,padahal baru update kemarin tiba tiba data game nya riset restart awal,id,0,1,0,0,0,0,0
Pengguna Google,"Di PC wuthering wave sudah optimal dan sekarang versi mobile yang perlu optimalkan, saya mohon next update di optimalkan lebih lanjut agar player dengan device mid/low end dapat bermain dengan lancar dan juga tambahkan bahasa indonesia sekian Terima kasih",5,2025-05-10 3:42:16,6,pc wuthering wave optimal sekarang versi mobile perlu optimal mohon next update optimal lebih lanjut player device midlow end main lancar juga tambah bahasa indonesia sekian terima kasih,id,0,1,0,0,1,0,0
Pengguna Google,"Ramah penyimpanan, grafik bagus, open world bagus, mekanik bagus, storynya agak kaku... Jd tolong lebih hidupkan lagi... Kalau bisa kek reverse=1999 yg di mana kerasa bener² charanya tuh hidup, cut scene nya HD... Sangat memanjakan mata, warnanya ga terlalu cerah kek Genshin... Jd bisa berasa banget suasananya, karakter unik... Ramah gacha, lag... Tp ga se lag perilisan global pertama dan juga desain chara yg bagus. Ramah f2p. HP g cepat panas. tolong desainnya di buat unik.",5,2025-05-10 1:49:08,3,ramah simpan grafik bagus open world bagus mekanik bagus storynya kaku jd lebih hidup kalau kek reverse mana rasa bener charanya tuh hidup cut scene nya hd sangat manja mata warna terlalu cerah kek genshin jd asa banget suasana karakter unik ramah gacha lag tp se lag rilis global pertama juga desain chara bagus ramah fp hp g cepat panas desain di buat unik,id,0,0,1,0,0,0,0
Pengguna Google,terimakasih game baik,5,2025-05-09 23:54:10,0,terimakasih game baik,id,0,1,0,0,0,0,0
Pengguna Google,game nya ngelag dan keluar sendiri saat compiling shader padahal penyimpanan udah penuh sama ada game booster!!,1,2025-05-09 22:47:14,0,game nya ngelag keluar sendiri compiling shader padahal simpan penuh sama game booster,id,0,0,0,0,0,0,0
Pengguna Google,"game yg bagus dan gameplay yg menarik, tapi bisakah adakan event pergantian server? karna akun saya salah masuk server 🥲🙏🏼, jadi kalo main rada lag jaringan",5,2025-05-09 4:41:37,0,game bagus gameplay tarik bisa adakan event ganti server karna akun salah masuk server jadi kalau main rada lag jaring,id,0,1,0,0,0,0,0
Pengguna Google,gamenya kebanyakan karakter ceweknya memang game fan service karakter cowoknya masih sedikit lagi yang b5 fandognya mesum dan bnyk bocah cabul+halu game elite butuh spec tinggi wajar aja,3,2025-05-09 1:34:01,0,game banyak karakter cewek memang game fan service karakter cowok sedikit yang b fandognya mesum banyak bocah cabulhalu game elite butuh spec tinggi wajar aja,id,0,1,0,0,0,0,0
Pengguna Google,ramah untuk new player tinggal ikutin story aja,5,2025-05-09 0:50:41,0,ramah new player tinggal ikutin story aja,id,0,0,0,0,0,0,0
Pengguna Google,bagus tapi ping naik terus.,5,2025-05-09 0:45:48,0,bagus ping naik terus,id,0,1,0,0,1,0,0
Pengguna Google,tidak bisa masuk ke dalam game (request time out),5,2025-05-08 23:02:51,1,bisa masuk dalam game request time out,id,0,1,0,0,0,0,0
Pengguna Google,hp gw pen meledak oi padahal udh setingan low,5,2025-05-08 22:24:14,0,hp gua pen ledak oi padahal ting low,id,0,1,0,0,1,0,0
Pengguna Google,untuk cerita memang pada awal masih kacau tapi untuk sekarang ceritanya udah bisa di bilang bagus dan gameplay nya sekarang lebih mulus,5,2025-05-08 17:22:11,0,cerita memang awal kacau untuk sekarang cerita bisa bilang bagus gameplay nya sekarang lebih mulus,id,1,1,0,0,0,0,0
Pengguna Google,makasih phoebenya,5,2025-05-08 12:00:53,0,makasih phoebenya,id,0,0,0,0,0,0,0
Pengguna Google,udah bagus tapi berat banget bg game nya,5,2025-05-08 9:23:06,0,bagus berat banget bg game nya,id,0,1,0,0,1,0,0
Pengguna Google,tolong perbaiki jaringan sinyal selalu merah ga kaya dulu pertama rilis,1,2025-05-08 7:53:59,1,baik jaring sinyal selalu merah kaya dulu pertama rilis,id,0,0,0,0,0,0,0
Pengguna Google,tolong ya perbaiki hewan blobfy respown lama bikin males mau main game ini,1,2025-05-08 6:19:37,0,ya baik hewan blobfy respown lama bikin malas mau main game,id,0,1,0,0,0,0,0
Pengguna Google,good game cuma kecilin lah grafiknya biar ngga gelag,5,2025-05-08 6:05:48,0,good game cuma kecilin lah grafik biar ngga gelag,id,0,1,1,0,0,0,0
Pengguna Google,minimal karakter laki nya ditambahin kurooo,2,2025-05-08 4:52:29,0,minimal karakter laki nya ditambahin kurooo,id,0,0,0,0,0,0,0
