Nama Pengguna,Teks Ulasan,Rating Bintang,Tanggal Ulasan,Jumlah Likes,Ulasan Bersih
Pengguna Google,cool,5,2025-06-05 07:33:01,0,cool
Pengguna Google,kasi fitur skip bro yapping nya kebanyakan,1,2025-06-05 07:11:30,0,kasi fitur skip bro yapping banyak
Pengguna Google,just like a dream,5,2025-06-05 06:56:12,0,just like a dream
Pengguna Google,asik,5,2025-06-05 06:38:45,0,asik
Pengguna Google,"kalau bisa lebih dioptimalkan lagi untuk device menengaj kebawah supaya nyaman dimainkan, dan kalau bisa data game lebih dikecilkan lagi supaya tidak menghaniskan banyak penyimpanan terutama waktu update",5,2025-06-05 06:27:10,0,kalau lebih optimal untuk device menengaj bawah nyaman main kalau data game lebih kecil supaya menghaniskan banyak simpan utama waktu update
Pengguna Google,cukup rumit untuk membuat akun,2,2025-06-05 06:25:31,0,cukup rumit buat akun
Pengguna Google,game nya bagus,5,2025-06-05 05:05:02,0,game bagus
Pengguna Google,"Tolong dong koneksi servernya diperkuat. Saya main game lain baik-baik aja, tapi kalo main Genshin kok sering kali putus ditengah permainan. Payah sekali.",1,2025-06-05 04:53:44,122,dong koneksi servernya kuat main game baikbaik tapi kalau main genshin sering kali putus tengah main payah sekali
Pengguna Google,"game nya bagus, hanya saja saya tidak bisa masuk log in karena jaringan error pada device hp saya. padahal saya masih bisa membuka aplikasi lain dan sudah di coba dengan data maupun wifi. lalu, saya juga sudah coba di device lain bisa, hanya di hp saja yang tidak.",2,2025-06-05 04:37:49,0,game bagus masuk log in jaring error device hp padahal masih buka aplikasi dan coba data maupun wifi lalu juga coba di device bisa di hp saja yang tidak
Pengguna Google,sangat luas map nya,5,2025-06-05 04:26:30,0,sangat luas map
Pengguna Google,keren tapi ada mines download datanya banyak bener😡,5,2025-06-05 04:21:03,0,keren ada mes download data banyak bener
Pengguna Google,buruk lebih bagus COA,1,2025-06-05 03:14:26,0,buruk lebih bagus coa
Pengguna Google,grafik nya udah bagus dan game nya bertema anime jadi aku download karna aku wibuu,5,2025-06-05 03:01:07,0,grafik udah bagus game tema anime jadi aku download karna aku wibuu
Pengguna Google,game jelek gw kalah rate off 6x berturut turut,1,2025-06-05 02:28:48,1,game jelek gw kalah rate off x turut turut
Pengguna Google,saya berharap anda lebih baik kepada para player dan tidak kikir. saya harap kalian membuat event lebih seru karena plyer sepuh sepertinya sudah agak bosan,3,2025-06-05 02:06:12,0,harap lebih baik para player tidak kikir harap kalian buat event lebih seru plyer sepuh seperti agak bosan
Pengguna Google,menurutku leading resorpecknya behhhhh mantep Lama banget,5,2025-06-05 01:56:17,0,turut leading resorpecknya behhhhh mantep lama banget
Pengguna Google,mantap,5,2025-06-05 01:14:54,0,mantap
Pengguna Google,bagus bangettt,5,2025-06-05 00:43:56,0,bagus banget
Pengguna Google,"mantao coo grafis nyaa, gw pake sam a54 5G mantap lahh inti nya rata kanan",5,2025-06-05 00:17:07,0,mantao coo grafis nyaa gw pake sam a g mantap lahh inti rata kanan
Pengguna Google,siip masok,5,2025-06-04 21:49:44,0,siip masok
Pengguna Google,pelit amat ngasih hero*5..,3,2025-06-04 19:37:46,0,pelit ngasih hero
Pengguna Google,请为所有剧情任务添加神器加载功能和跳过按钮。现在已经不是新冠疫情时代了。没人有时间完成可能需要两三个小时的长任务，所以请添加跳过按钮功能。 😡🤬,5,2025-06-04 19:06:40,0,
Pengguna Google,"ini kenapa yaa. setelah diupdate versi baru malah gabisa dimainin, selalu keluar sendiri",2,2025-06-04 18:52:03,0,kenapa yaa diupdate versi baru malah gabisa dimainin selalu keluar sendiri
Pengguna Google,game nya bagus cuma musuh nya bikin stres jing 🗿,1,2025-06-04 16:03:07,0,game bagus cuma musuh bikin stres jing
Pengguna Google,good,5,2025-06-04 16:01:32,0,good
Pengguna Google,Aku wuwa😋,1,2025-06-04 15:51:46,0,aku wuwa
Pengguna Google,"tolong dong developer ini game udah bagus sama seru juga, tapi semenjak saya update ke Android 14 ada kendala seperti lag atau frame, padahal grafik dan setingan lain nya tidak ada yang saya ganti, tolong dong di perbaiki,",3,2025-06-04 15:14:15,0,dong developer game udah bagus sama seru tapi semenjak update android kendala lag frame padahal grafik ting ada saya ganti dong baik
Pengguna Google,kasih gw kinich pliss hoyo gw kalah rate off Mulu pliss gw muak sama qiqi,3,2025-06-04 15:12:00,0,kasih gw kinich pliss hoyo gw kalah rate off mulu pliss gw muak sama qiqi
Pengguna Google,game ampas udah topup 40 jutaan malah boring,1,2025-06-04 15:03:49,0,game ampas udah topup juta malah boring
Pengguna Google,"dari dulu mau download baru kesampaian sekarangg huhuuu😭😭,game adventure kek gini yg ku cari",5,2025-06-04 13:51:07,0,dulu mau download baru sampai sekarangg huhuuugame adventure kek gin ku cari
Pengguna Google,"bgus banget, banget banget banget ga nyesel download. Gapapa deh gamenya berat, tapi beneran buat aku, gamenya seru.",5,2025-06-04 12:41:47,1,bgus banget banget banget banget nyesel download gapapa deh gamenya berat beneran buat aku gamenya seru
Pengguna Google,"game kikir, quest banyak dialog tapi rewardnya sedikit",1,2025-06-04 12:28:42,0,game kikir quest banyak dialog rewardnya sedikit
Pengguna Google,"game nyh sangat membuat player CPT bosen, dengan yaping carakter yang lama 1 ques yaping 1jam, itu membuat ayer mengantuk dan bosen.. andai Dev loper baik, pasti bakalan di kasih tombol skip. tapi kan ini hoyo, gak mungkin bakalan ada tombol skip.. kalo hoyo berubah pikiran tolong lah gausah pelit pelit tombol skip, gua tau dah ada bahasa Indonesia, tapi gak semua player suka baca tulisan yaping.... jadi mohon lah hoyo, kalo kamu pengen game nyh rameh, adainlah tombol skip,itubsa sangat mmbntu🙏",1,2025-06-04 12:01:55,592,game nyh sangat buat player cpt bosen yaping carakter lama ques yaping jam buat ayer antuk bosen andai dev loper baik bakal kasih tombol skip kan hoyo mungkin bakal tombol skip kalau hoyo ubah pikir lah gausah pelit pelit tombol skip gua tau dah bahasa indonesia tidak semua player suka baca tulis yaping jadi mohon lah hoyo kalau kamu ken game nyh rameh adainlah tombol skipitubsa sangat mmbntu
Pengguna Google,oke bgt ni game grafiknya bagus walaupun memori hampir habis tapi kalau memori banyak bisa lancar tuh hp,5,2025-06-04 11:06:35,1,oke banget ni game grafik bagus walaupun memori hampir habis kalau memori banyak lancar tuh hp
Pengguna Google,"Pelit resin, Kikir artf, pelit primo (bgt plis) kdng hadiah primo dri quest yg di jalanin ber'jam-jam itu ga sebanding dengan usahanya, event yapping udh kyak quest archon lama bgt gilaa, 1 lagi.. BNYAKIN KARAKTER COWONYA WOE HOYO! Mang lu kata yg main genshin cmn kaum Lanang doang apa, yang betina juga main kocak... Seenggaknya kalo gaada char cwk yg baru yang lama di rerun kek🙃🙂",4,2025-06-04 10:20:17,1,pelit resin kikir artf pelit primo banget plis kdng hadiah primo dri quest jalanin berjamjam tidak banding usaha event yapping udh kyak quest archon lama banget gilaa bnyakin karakter cowonya woe hoyo mang lu kata main genshin cmn kaum lanang doang apa betina main kocak enggak kalau gaada char cwk baru lama di rerun kek
Pengguna Google,Game bagus tapi kikir,5,2025-06-04 08:32:20,0,game bagus kikir
Pengguna Google,"grafik oke, tombol mudah dipahami, ya itu aja,",5,2025-06-04 08:17:55,0,grafik oke tombol mudah paham itu
Pengguna Google,ngeselin,2,2025-06-04 08:15:40,0,ngeselin
Pengguna Google,update map nya tolong di percepat,5,2025-06-04 08:01:29,0,update map di cepat
Pengguna Google,plisss jadikan offline online,1,2025-06-04 06:35:10,0,plisss jadi offline online
Pengguna Google,kocag mau abis berapa data gini pas donlod aja udh ber mb2 pas mau login berapa MB data itu tolol,1,2025-06-04 05:53:01,0,kocag mau abis berapa data gin pas donlod udh ber mb pas mau login berapa mb data tolol
Pengguna Google,sangat realistis,5,2025-06-04 05:27:57,0,sangat realistis
Pengguna Google,membagongkan awal masuk di suguhkan dengan download data 30gb lebih,2,2025-06-04 05:26:30,0,bagong awal masuk suguh download data gb lebih
Pengguna Google,le apek,5,2025-06-04 05:14:32,0,le apek
Pengguna Google,game kikir😡,1,2025-06-04 04:49:51,0,game kikir
Pengguna Google,download datanya terlalu lama,1,2025-06-04 04:40:22,0,download data terlalu lama
Pengguna Google,bagus minus download data nya lama.,5,2025-06-04 04:07:02,0,bagus minus download data lama
Pengguna Google,seru,4,2025-06-04 03:58:51,0,seru
Pengguna Google,udh lama gak main pas download lagi masuk ke akun lama kok gak bisa,3,2025-06-04 02:32:07,0,udh lama main pas download masuk akun lama bisa
Pengguna Google,gem bagus,5,2025-06-04 01:20:39,0,gem bagus
Pengguna Google,bagus. terus kembangkan saja lagi.,5,2025-06-04 00:42:42,0,bagus terus kembang lagi
Pengguna Google,tolong berikan drop rate karakte dan senjata yg tinggi terimakasih itu aja sisanya bagus,5,2025-06-03 22:48:44,0,ikan drop rate karakte senjata tinggi terimakasih saja sisa bagus
Pengguna Google,pensi dulu hp GK kuat,5,2025-06-03 21:38:53,0,pensi dulu hp gk kuat
Pengguna Google,Developer saya minta tambahanin Bahasa Indonesia agk kurang paham soal ny,5,2025-06-03 20:54:12,0,developer minta tambahanin bahasa indonesia agk kurang paham soal ny
Pengguna Google,bgus,5,2025-06-03 20:43:47,0,bgus
Pengguna Google,mantap dawei👍,3,2025-06-03 19:56:16,0,mantap dawei
Pengguna Google,bagusssss gw suka bgt game ini,5,2025-06-03 17:39:17,0,bagusssss gw suka banget game
Pengguna Google,keren,5,2025-06-03 16:58:57,0,keren
Pengguna Google,perbanyak quest dengan arataki itto kocak soalnya 😁,5,2025-06-03 16:20:48,1,banyak quest arataki itto kocak soal
Pengguna Google,Game berat tapi bagus tapi gaada skip quest nya jelek!!!,5,2025-06-03 15:17:53,0,game berat bagus gaada skip quest jelek
Pengguna Google,"jelek ga ada perkembangan 4thn gitu"" doang",1,2025-06-03 14:55:50,0,jelek ada kembang thn gitu doang
Pengguna Google,❤️❤️❤️,5,2025-06-03 14:28:52,0,
Pengguna Google,pengen aja,1,2025-06-03 14:26:25,0,ken
Pengguna Google,"dev ga pernah denger kan player, kaya ngobrol sama tembok, gacha di pity 80 semua dan ga pernah sama sekali menang rate off di wuwa aku memang rate off 3x bahkan di pity 25 dan 20 aja udah dapet 2 char limited",1,2025-06-03 13:40:53,0,dev pernah denger kan player kaya ngobrol sama tembok gacha pity semua tidak pernah sama sekali menang rate off wuwa aku memang rate off x bahkan pity saja udah dapet char limited
Pengguna Google,"Dulu aku sangat menyukai genshin, hingga saat natlan rilis semuanya membuatku langsung kecewa, apalagi perilisan karakter mavuika lebih membuatku kecewa! teyvat memang punya hukumnya sendiri tapi ada nya motor itu sangat berlebihan!! mavuika memang op tapi aku benci mengakuinya karna ada motor di teyvat!",1,2025-06-03 12:59:25,1,dulu aku sangat suka genshin hingga natlan rilis semua buat langsung kecewa rilis karakter mavuika lebih buat kecewa teyvat memang punya hukum sendiri motor sangat lebih mavuika memang op aku benci aku karna ada motor teyvat
Pengguna Google,"gomen hoyoverse, ak menang rate off di pitty 77. terima kasih game terbaik",5,2025-06-03 12:51:37,0,gomen hoyoverse ak menang rate off pitty terima kasih game baik
Pengguna Google,game keren,5,2025-06-03 12:18:44,0,game keren
Pengguna Google,nice,5,2025-06-03 12:10:56,0,nice
Pengguna Google,bagus,5,2025-06-03 11:33:20,0,bagus
Pengguna Google,kasi tombol skip untuk side quest la,3,2025-06-03 09:38:08,0,kasi tombol skip side quest la
Pengguna Google,nicr,5,2025-06-03 09:15:48,0,nicr
Pengguna Google,"kadang fan service nya bikin kesel, but overall. Game ini tuh story nya bagus walau kadang world quest nya bikin ngantuk. one of the best mmorpg game that I ever play. walau saya sebagai f2p player kadang tersiksa but its okay 😭",5,2025-06-03 08:28:25,0,kadang fan service bikin kesel but overall game tuh story bagus kadang world quest bikin ngantuk one of the best mmorpg game that i ever play saya fp player kadang siksa but its okay
Pengguna Google,mantap,5,2025-06-03 08:08:44,0,mantap
Pengguna Google,ADD SKIP STORY LIKE ALL GAME,1,2025-06-03 06:00:33,1,add skip story like all game
Pengguna Google,gamenya sangat bagus dan keren namun sangat di sayangkan udah enak main pas tiba di lv advanture 20 ke atas suka lag dan patah patah game nya,1,2025-06-03 05:39:38,1,gamenya sangat bagus keren sangat sayang udah enak main pas tiba lv advanture atas suka lag patah patah game
Pengguna Google,bagus,5,2025-06-03 05:36:03,0,bagus
Pengguna Google,kenapa sering gk bisa masuk gamenya karena alasan kode eror atau periksa koneksi padahal jaringanya bagus,3,2025-06-03 04:18:36,0,sering gk masuk gamenya alas kode eror periksa koneksi padahal jaringanya bagus
Pengguna Google,akunku tidak bisa dibuat login😡,1,2025-06-03 03:47:58,0,akun bisa buat login
Pengguna Google,UDAH KAPASITASNYA BESAR CERITANYA TERLALU LAMA GAK BISA DI SKIP PENDAPATAN EXPLORE DIKIT SISTEM GACA YANG TIDAK MUDAH GAME BURUK SIH GAME ELIT KARAKTER B5 SULIT,1,2025-06-03 01:45:26,7,udah kapasitas besar cerita terlalu lama bisa skip dapat explore dikit sistem gaca tidak mudah game buruk game elit karakter b sulit
Pengguna Google,menarik,5,2025-06-03 01:10:13,0,tarik
Pengguna Google,"bagus banget, gak bagusnya pas lag wkwk, sekian terima kasih",5,2025-06-03 00:25:03,0,bagus banget bagus pas lag wkwk sekian terima kasih
Pengguna Google,saya ingin comeback tapi harus masukan kode Verifikasi tapi kodenya tidak dapat dimasukan itu gimanaya,1,2025-06-02 21:54:41,0,ingin comeback harus masuk kode verifikasi kode dapat masuk gimanaya
Pengguna Google,mantap,5,2025-06-02 20:56:37,0,mantap
Pengguna Google,Game ini bagus banget cuy banyak pencuci mata sama karakter nya bagus bagus game menarik cocok buat para pencari game petualangan ini rekomen banget semangat buat semua devloper,5,2025-06-02 19:00:07,0,game bagus banget cuy banyak cuci mata sama karakter bagus bagus game tarik cocok buat cari game tualang rekomen banget semangat buat semua devloper
Pengguna Google,sistem gacha Chronicle sangat buruk .,1,2025-06-02 17:28:56,0,sistem gacha chronicle sangat buruk
Pengguna Google,main karena dia main,5,2025-06-02 14:39:39,0,main dia main
Pengguna Google,"Udah capek-capek main sampe AR 58 eh akunnya malah ke reset, nyusahin bet",1,2025-06-02 13:56:32,0,udah capekcapek main sampe ar eh akun malah reset nyusahin bet
Pengguna Google,event yang jelas apa ga nyambung partynya kocak 😡,2,2025-06-02 11:55:04,0,event jelas apa nyambung partynya kocak
Pengguna Google,kikir,2,2025-06-02 10:59:32,0,kikir
Pengguna Google,baru download 2 hari ga bisa aplikasinya..aplikasinya berhenti terus kecewa sih baru nyoba udah dibikin males main,1,2025-06-02 10:54:26,0,baru download hari bisa aplikasinyaaplikasinya henti terus kecewa baru nyoba udah bikin males main
Pengguna Google,"rill game kikir, ternyata main f2p disini ga se bahagia itu ketimbang di wuwa, di wuwa gw nguli pun enak + dapet bansos terus , eh pas main genshin udahlah lama nyari primogem gw nguli aja sampe berjam-jam cuma buat nyari primo dapetnya ga setimpal sama waktu yang kebuang co, apalagi pas lu baru newbie tuh mampus lu ga bakal dapet pull gratis, palingan mentok char b4, gw juga pengen ngerasain char lainnya hoyo😒. ni Dev termasuk ke jajaran ga dengerin Komunitas 😹",1,2025-06-02 10:23:09,9,rill game kikir nyata main fp sini se bahagia ketimbang wuwa wuwa gw nguli enak dapet bansos terus eh pas main genshin udahlah lama nyari primogem gw nguli sampe berjamjam cuma buat nyari primo dapetnya timpal sama waktu buang co pas lu baru newbie tuh mampus lu bakal dapet pull gratis paling mentok char b gw ken ngerasain char lain hoyo ni dev masuk jajar dengerin komunitas
Pengguna Google,gem nya seru dan grafiknya bagus sekali,5,2025-06-02 09:08:56,0,gem seru grafik bagus sekali
Pengguna Google,mihoyo/Hoyoverse tolong diturunkan ram sampai 18 GB tolong ya kau bikin aku menangis😭😭 kalo begitu akan masuk neraka harus turunkan ya aku ram 6 GB,3,2025-06-02 08:53:55,0,mihoyohoyoverse turun ram gb kau bikin aku menang kalau akan masuk neraka turun ya aku ram gb
Pengguna Google,anjay mabar gg pol nih game,5,2025-06-02 08:15:07,0,anjay mabar gg pol nih game
Pengguna Google,game kikir,1,2025-06-02 07:51:56,0,game kikir
Pengguna Google,Stuck at logging in,1,2025-06-02 07:45:23,2,stuck at logging in
Pengguna Google,asik buangetttt buangett pokoknya,4,2025-06-02 07:25:09,0,asik buangetttt buangett pokok
Pengguna Google,"Genshin Impact is a stunning open-world RPG with deep lore, beautiful visuals, and engaging combat. Each character is unique, and elemental synergy makes battles exciting. Frequent updates and events keep it fresh. While the gacha system can be tough, F2P players can still enjoy most content. Highly recommended for those who love adventure and story-rich games!",5,2025-06-02 07:15:06,0,genshin impact is a stunning openworld rpg with deep lore beautiful visuals and engaging combat each character is unique and elemental synergy makes battles exciting frequent updates and events keep it fresh while the gacha system can be tough fp players can still enjoy most content highly recommended for those who love adventure and storyrich games
Pengguna Google,mantap jiwa,5,2025-06-02 05:18:55,0,mantap jiwa
Pengguna Google,game nya keren,5,2025-06-02 05:08:02,0,game keren
Pengguna Google,Gamenya seru!!!,5,2025-06-02 03:26:40,0,gamenya seru
Pengguna Google,"game tayi babal, dah unduh aplikasi masih download lagi dah gitu lama lagi besar 31gb, wedan teanan",1,2025-06-02 02:32:36,0,game tayi babal dah unduh aplikasi download dah gitu lama besar gb wedan tean
Pengguna Google,seru banget geme nya gak membosankan,5,2025-06-02 00:57:04,0,seru banget geme bosan
Pengguna Google,nice,5,2025-06-02 00:28:30,0,nice
Pengguna Google,ok meski sulit dibaner senjata,4,2025-06-01 21:58:21,0,meski sulit dibaner senjata
Pengguna Google,nice,5,2025-06-01 17:59:02,0,nice
Pengguna Google,"Jalan cerita masih panjang, mari kita semua menua bersama 😄",5,2025-06-01 17:52:32,0,jalan cerita panjang kita semua tua sama
Pengguna Google,game nya bagus banget tapi tolong lah min aku gacha karakter kalah rate off Mulu min,5,2025-06-01 15:55:26,0,game bagus banget tolong lah min aku gacha karakter kalah rate off mulu min
Pengguna Google,"udh 1 tahun saya mainin ni game, asli mau meledak ni hp, bukan karena storage penuh, tapi karena hp nya yang emg ga support ni apk tapi tetep saya paksa, udah all rata kiri masih aja patah patah",4,2025-06-01 15:39:32,1,udh tahun mainin ni game asli mau ledak ni hp bukan storage penuh karena hp emg support ni apk tetep paksa udah all rata kiri saja patah patah
Pengguna Google,mode malam nya kurang hd kalo bisa di miripin Ama yang di PC sih,4,2025-06-01 15:22:45,0,mode malam kurang hd kalau di miripin ama di pc
Pengguna Google,bagus,5,2025-06-01 14:38:20,0,bagus
Pengguna Google,"sangat buruk, terlalu banyak berbicara, seharunya bisa di skip",1,2025-06-01 13:56:37,0,sangat buruk terlalu banyak bicara haru di skip
Pengguna Google,Mantap,5,2025-06-01 13:49:42,0,mantap
Pengguna Google,game scam! game pay to win! scam arte farming!!!,1,2025-06-01 12:42:56,0,game scam game pay to win scam arte farming
Pengguna Google,"Overall udah bagus,",3,2025-06-01 12:40:40,0,overall udah bagus
Pengguna Google,plisss dong jaringan d benerin,3,2025-06-01 12:16:36,0,plisss dong jaring d benerin
Pengguna Google,KARAKTER NYA BAGUS APALAGI WANDERER BEUHH PACAR AKU SIH 🤭🤭,5,2025-06-01 12:10:38,0,karakter bagus wanderer beuhh pacar aku
Pengguna Google,mantap menarik genshin impact 😍,5,2025-06-01 12:08:04,0,mantap tarik genshin impact
Pengguna Google,"untuk developer masukan dari saya, chronicle banner bisa lebih lama sekitar satu patch, karena untuk seseorang yang mengincar karakter yang ada dibanner chronicle bisa membutuhkan waktu lama karena bareng nya dengan karakter yang akan rerun, dan atau bisa juga setiap patch banner chronicle selalu ada, sekian terimakasih",2,2025-06-01 12:07:23,19,developer masuk saya chronicle banner lebih lama satu patch untuk orang incar karakter dibanner chronicle butuh waktu lama bareng karakter akan rerun atau juga patch banner chronicle selalu ada sekian terimakasih
Pengguna Google,Game kikir anjing ngebug mulu,1,2025-06-01 11:34:31,2,game kikir anjing bug mulu
Pengguna Google,"Game bagus.. Grafiknya..👍 tapi cuman beberapa kekurangan GI ini, gak ada autotranslate di bagian ngobrol, saya jadi susah ngobrol sama temen dari luar negeri masa aku harus pakai app pihak ketiga, tolonglah Hoyovers tambahkan fitur autotranslate di bagian ngobrol biar lebih mudah dan biar lebih mantap tambahkan fitur costum skin karakter saat awal atau shop skin karakter saat para player level tinggi secara gratis, skip button di bagian all quest biar gak bosan saat main game ini",4,2025-06-01 10:46:10,24,game bagus grafik cuman beberapa kurang gi autotranslate bagi ngobrol jadi susah ngobrol sama temen luar negeri masa aku pakai app pihak tiga tolong hoyovers tambah fitur autotranslate bagi ngobrol biar lebih mudah biar lebih mantap tambah fitur costum skin karakter awal shop skin karakter para player level tinggi gratis skip button bagi all quest biar tidak bosan main game
Pengguna Google,"ini maslah jaringan nge ganggu banget sih,login lima menit kemudian tiba tiba jelek lagi main IT/Spiral tiba tiba jaringan jelek",4,2025-06-01 08:58:28,0,mas jaring nge ganggu banget sihlogin lima menit kemudian tiba tiba jelek main itspiral tiba tiba jaring jelek
Pengguna Google,tidak mendengarkan keluhan penggemar,1,2025-06-01 08:55:06,0,dengar keluh gemar
Pengguna Google,grafiknya bagus dan jalan ceritanya juga bagus,5,2025-06-01 07:29:36,0,grafik bagus jalan cerita bagus
Pengguna Google,hard pity mulu gw coooo,1,2025-06-01 07:25:18,0,hard pity mulu gw coooo
Pengguna Google,Bagus bgt,1,2025-06-01 06:21:19,0,bagus banget
Pengguna Google,Baru main semoga rame :),5,2025-06-01 06:19:47,0,baru main moga rame
Pengguna Google,"Hello, respected Hoyoverse teams. I have been playing the Genshin Impact game for 1087 days. I am a fan of Genshin Impact stories, Archon stories, side story characters, event stories, and others. I have a suggestion for Genshin character stories, namely if possible, the character story should be focused on the character story only, because when I play the character story. If possible, focus the story on characters in the story only (like Escoffier story, focus on the past story about escoffier)",5,2025-06-01 05:54:38,0,hello respected hoyoverse teams i have been playing the genshin impact game for days i am a fan of genshin impact stories archon stories side story characters event stories and others i have a suggestion for genshin character stories namely if possible the character story should be focused on the character story only because when i play the character story if possible focus the story on characters in the story only like escoffier story focus on the past story about escoffier
Pengguna Google,sangat bagus,5,2025-06-01 05:49:37,0,sangat bagus
Pengguna Google,makasih ya admin telah menghadirkan cwe secantik dan se ceria hutau😆😆,5,2025-06-01 05:46:33,0,makasih admin hadir cwe cantik se ceria hutau
Pengguna Google,game yg sangat seru,5,2025-06-01 05:41:07,0,game sangat seru
Pengguna Google,"HOYO ANJG, KASIH GUA KINICH SAMA SIGNATURE NYA, KENAPA TIGHNARI YANG PULANG",1,2025-06-01 05:24:25,0,hoyo anjg kasih gua kinich sama signature tighnari pulang
Pengguna Google,hello. akhirnya bisa main ni game.,5,2025-06-01 05:11:47,0,hello akhir main ni game
Pengguna Google,geem kikir,5,2025-06-01 04:58:15,0,geem kikir
Pengguna Google,"DIALOG NYA DI KASIH FITUR SKIP, MAIN LAMA CMA BUAT NONTONIN CHAR YAPPING GA JELAS",1,2025-06-01 04:57:31,0,dialog kasih fitur skip main lama cma buat nontonin char yapping jelas
Pengguna Google,"kualitas cerita nya dinatlan kurang menarik, dimana sirklus terus berulang dari awal mondstat sampai sekarang.",1,2025-06-01 04:53:22,0,kualitas cerita dinatlan kurang tarik sirklus terus ulang awal mondstat sekarang
Pengguna Google,hebat,5,2025-06-01 04:44:15,0,hebat
Pengguna Google,"Jgn main game ini ,, gk rekomended,, bkin stress ,, untuk yg punya bnyk uang yg mudah main ini ,, game pay to win ,, menyelesaikan misi aja ber jam jam tanpa clue,, bkan a have fun main game ini d Sruh berpikir keras,, trus yg pling menjengkelkan dari game ini adalah imagenarium teater a sangat sangat tidak bersahabat untuk pemula,, untuk yg sedikit karakter, untuk yg orang bayar aja , bnyk karakter,, itu tdi pay to win game ini ,, untuk yg main santai susah karna build karakter a lama bnget,,",1,2025-06-01 04:35:43,92,jgn main game gk rekomended bkin stress punya bnyk uang mudah main game pay to win selesai misi ber jam jam clue bkan a have fun main game d sruh pikir keras trus pling jengkel game adalah imagenarium teater a sangat sangat sahabat mula yang sedikit karakter yang orang bayar bnyk karakter tdi pay to win game untuk yang main santai susah karna build karakter a lama bnget
Pengguna Google,gamenya sangat seru bisa bergelantungan dan seru tapi tolong lah akarnya ganti ke apa gitu soalnya aku takut tapi tolong bisa bergelantungan versi 2 atau 1 tgn lah pas mau di tarik,5,2025-06-01 04:31:22,0,gamenya sangat seru gantung seru tolong lah akar ganti apa gitu soal aku takut tolong gantung versi tgn lah pas mau tarik
Pengguna Google,"semua game hoyo buruk untuk player, kalah rate off Mulu jadinya dongkol main semua gamenya",1,2025-06-01 04:00:58,8,semua game hoyo buruk player kalah rate off mulu jadi dongkol main semua gamenya
Pengguna Google,seruuu intiny,5,2025-06-01 03:39:58,0,seruuu intiny
Pengguna Google,lucu,5,2025-06-01 03:23:28,0,lucu
Pengguna Google,"donlod datanya lama bet, padahal sinyal gw bagus",1,2025-06-01 02:43:12,0,donlod data lama bet padahal sinyal gw bagus
Pengguna Google,"kenapa update susah banget login pasti stack di jalan, menuju pintu aneh banget ini padahal hanya Daily Quest dari 10 akun saya buat hanya 4 yang bisa. takut di ban kalau pakai VPN. ini bug stack login menuju pintu dari 5.0 ,sudah saya laporkan tapi kata CS itu bug baru. coba download ini saya download genshin udh 8x lebih. katanya jgn pakai aplikasi pihak ke 3 . saya aj login di genshin gk bisa, saya hanya buat daily quest buat challenge 1 tahun tdk gacha.makanya player lama pindah game",1,2025-06-01 02:19:50,0,update susah banget login stack jalan tuju pintu aneh banget padahal daily quest akun buat yang takut ban kalau pakai vpn bug stack login tuju pintu sudah lapor kata cs bug baru coba download saya download genshin udh x lebih kata jgn pakai aplikasi pihak saya aj login genshin gk saya buat daily quest buat challenge tahun tdk gachamakanya player lama pindah game
Pengguna Google,mengunduh data nya lama🤬🤬🤬🤬🤬,1,2025-06-01 02:00:59,0,unduh data lama
Pengguna Google,"Game kikir, kagak ada tombol skip, mending kalau reward nya gede.",1,2025-06-01 01:47:58,8,game kikir kagak tombol skip mending kalau reward gede
Pengguna Google,Kebanyakan Filler,1,2025-06-01 00:04:18,1,banyak filler
Pengguna Google,HOYO WE NEED MORE BOYS!!!😩😩😩,3,2025-05-31 23:48:54,0,hoyo we need more boys
Pengguna Google,"wow gamenya sangat luar biasa keren dan seru bangeet, yg dimana kita bisa menjelajahi dunia baru dan sebagainya.quest nya juga seru banget, Karakternya juga banyak, grafik?.grafik beuuh bagus banget deh.Pokoknya seru banget deh gamenya.AKU SUKA BANGET 👍👍👍👍",5,2025-05-31 23:39:04,184,wow gamenya sangat luar biasa keren seru bangeet mana bisa jajah dunia baru sebagainyaquest seru banget karakter banyak grafikgrafik beuuh bagus banget dehpokoknya seru banget deh gamenyaaku suka banget
Pengguna Google,"game ini sangat tidak ramah untuk F2P yg primonya sangat terbatas, saya kecewa ketika primogem saya sangat terbatas dan saya melakukan gatcha untuk banner yg sangat saya inginkan malah dapat item tertentu.",1,2025-05-31 22:08:05,2,game sangat ramah fp primonya sangat batas kecewa primogem sangat batas laku gatcha banner sangat saya ingin malah item tentu
